id,name,Type,Gender,Skin,Attribute Count,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7
346,Punk #346,Human,Male,Medium,1,Purple Hair,,,,,,
347,Punk #347,Human,Male,Medium,2,Horned Rim Glasses,Knitted Cap,,,,,
348,Punk #348,Human,Female,Light,3,Messy Hair,Rosy Cheeks,Nerd Glasses,,,,
349,Punk #349,Human,Male,Dark,3,Front Beard Dark,Earring,Mohawk Dark,,,,
350,Punk #350,Human,Female,Medium,1,Stringy Hair,,,,,,
351,Punk #351,Human,Male,Light,3,Purple Hair,Goat,Mole,,,,
352,Punk #352,Human,Female,Medium,2,Green Eye Shadow,Straight Hair,,,,,
353,Punk #353,Human,Female,Light,2,Bandana,Green Eye Shadow,,,,,
354,Punk #354,Human,Male,Albino,2,Cigarette,Police Cap,,,,,
355,Punk #355,Human,Female,Albino,4,Wild White Hair,Black Lipstick,Gold Chain,Green Eye Shadow,,,
356,Punk #356,Human,Male,Light,1,Stringy Hair,,,,,,
357,Punk #357,Human,Female,Dark,2,Tassle Hat,Earring,,,,,
358,Punk #358,Human,Male,Light,3,Luxurious Beard,Mohawk,Small Shades,,,,
359,Punk #359,Human,Female,Albino,2,Messy Hair,Hot Lipstick,,,,,
360,Punk #360,Human,Male,Medium,2,Bandana,Normal Beard Black,,,,,
361,Punk #361,Human,Male,Medium,1,Mohawk Dark,,,,,,
362,Punk #362,Human,Male,Medium,3,Eye Mask,Peak Spike,Shadow Beard,,,,
363,Punk #363,Human,Male,Albino,3,Shadow Beard,Nerd Glasses,Cowboy Hat,,,,
364,Punk #364,Human,Male,Albino,2,Normal Beard Black,Hoodie,,,,,
365,Punk #365,Human,Male,Light,2,Normal Beard,Do-rag,,,,,
366,Punk #366,Human,Male,Medium,3,Eye Mask,Earring,Mohawk,,,,
367,Punk #367,Human,Male,Dark,1,Clown Hair Green,,,,,,
368,Punk #368,Human,Female,Medium,2,Frumpy Hair,Purple Lipstick,,,,,
369,Punk #369,Human,Male,Light,3,Luxurious Beard,Fedora,Earring,,,,
370,Punk #370,Human,Male,Dark,4,Cigarette,Peak Spike,Rosy Cheeks,Small Shades,,,
371,Punk #371,Human,Female,Medium,1,Frumpy Hair,,,,,,
372,Punk #372,Ape,Male,,1,Cap Forward,,,,,,
373,Punk #373,Human,Male,Dark,2,Earring,Headband,,,,,
374,Punk #374,Human,Female,Dark,2,Bandana,Clown Eyes Blue,,,,,
375,Punk #375,Human,Female,Light,2,Green Eye Shadow,Wild Hair,,,,,
376,Punk #376,Human,Female,Light,2,Half Shaved,Nerd Glasses,,,,,
377,Punk #377,Human,Male,Albino,5,Cigarette,Earring,Normal Beard,Headband,Regular Shades,,
378,Punk #378,Human,Female,Dark,2,Frumpy Hair,Earring,,,,,
379,Punk #379,Human,Female,Light,3,Mohawk Thin,Purple Lipstick,Earring,,,,
380,Punk #380,Human,Female,Light,3,Black Lipstick,Wild Hair,Earring,,,,
381,Punk #381,Human,Female,Light,2,Knitted Cap,Purple Lipstick,,,,,
382,Punk #382,Human,Female,Light,2,Pilot Helmet,Cigarette,,,,,
383,Punk #383,Human,Female,Medium,2,Green Eye Shadow,Straight Hair Blonde,,,,,
384,Punk #384,Human,Female,Medium,3,Bandana,Classic Shades,Purple Lipstick,,,,
385,Punk #385,Human,Female,Medium,2,Choker,Wild Hair,,,,,
386,Punk #386,Human,Male,Medium,2,Earring,Do-rag,,,,,
387,Punk #387,Human,Male,Medium,3,Cap Forward,Gold Chain,Pipe,,,,
388,Punk #388,Human,Female,Medium,3,Straight Hair Blonde,Hot Lipstick,Clown Eyes Blue,,,,
389,Punk #389,Human,Male,Light,2,Rosy Cheeks,Do-rag,,,,,
390,Punk #390,Human,Female,Light,1,Messy Hair,,,,,,
391,Punk #391,Human,Female,Dark,3,Eye Mask,Black Lipstick,Wild Blonde,,,,
392,Punk #392,Human,Male,Medium,1,Shaved Head,,,,,,
393,Punk #393,Human,Male,Light,3,Cigarette,Cap Forward,VR,,,,
394,Punk #394,Human,Female,Light,2,Pink With Hat,Earring,,,,,
395,Punk #395,Human,Male,Light,3,Cap Forward,Earring,Normal Beard,,,,
396,Punk #396,Human,Female,Medium,1,Straight Hair Blonde,,,,,,
397,Punk #397,Human,Male,Medium,1,Cowboy Hat,,,,,,
398,Punk #398,Human,Male,Dark,1,Bandana,,,,,,
399,Punk #399,Human,Male,Dark,2,Purple Hair,Small Shades,,,,,
400,Punk #400,Human,Female,Medium,3,Purple Eye Shadow,Purple Lipstick,Blonde Bob,,,,
401,Punk #401,Human,Male,Dark,3,Frumpy Hair,Earring,Big Beard,,,,
402,Punk #402,Human,Male,Dark,2,Mohawk Thin,Front Beard Dark,,,,,
403,Punk #403,Human,Male,Dark,2,Classic Shades,Clown Hair Green,,,,,
404,Punk #404,Human,Female,Light,3,Orange Side,Silver Chain,Cigarette,,,,
405,Punk #405,Human,Female,Medium,1,Messy Hair,,,,,,
406,Punk #406,Human,Male,Dark,2,Hoodie,Nerd Glasses,,,,,
407,Punk #407,Human,Female,Light,3,Wild Blonde,Purple Lipstick,Earring,,,,
408,Punk #408,Human,Male,Dark,1,Cap Forward,,,,,,
409,Punk #409,Human,Female,Light,2,Knitted Cap,Black Lipstick,,,,,
410,Punk #410,Human,Male,Albino,2,Headband,Eye Patch,,,,,
411,Punk #411,Human,Female,Light,3,Black Lipstick,Wild Hair,Clown Eyes Blue,,,,
412,Punk #412,Human,Male,Albino,3,Purple Hair,Classic Shades,Earring,,,,
413,Punk #413,Human,Female,Albino,1,Straight Hair,,,,,,
414,Punk #414,Human,Male,Light,3,Shadow Beard,Earring,Top Hat,,,,
415,Punk #415,Human,Male,Light,4,Frown,Police Cap,Small Shades,Mole,,,
416,Punk #416,Human,Male,Dark,3,Cigarette,Hoodie,Smile,,,,
417,Punk #417,Human,Female,Dark,1,Straight Hair Dark,,,,,,
418,Punk #418,Human,Female,Dark,3,Vape,Wild White Hair,Black Lipstick,,,,
419,Punk #419,Human,Female,Medium,2,Bandana,Earring,,,,,
420,Punk #420,Human,Male,Albino,2,Earring,Crazy Hair,,,,,
421,Punk #421,Human,Male,Medium,2,Front Beard,Wild Hair,,,,,
422,Punk #422,Human,Female,Light,4,Purple Eye Shadow,Dark Hair,Purple Lipstick,Earring,,,
423,Punk #423,Human,Male,Dark,2,Clown Eyes Blue,Shaved Head,,,,,
424,Punk #424,Human,Male,Albino,3,Hoodie,Muttonchops,Regular Shades,,,,
425,Punk #425,Human,Female,Dark,3,Messy Hair,Black Lipstick,Horned Rim Glasses,,,,
426,Punk #426,Human,Male,Dark,2,Peak Spike,Big Shades,,,,,
427,Punk #427,Human,Female,Dark,1,Messy Hair,,,,,,
428,Punk #428,Human,Female,Dark,1,Purple Eye Shadow,,,,,,
429,Punk #429,Human,Male,Medium,2,Police Cap,Smile,,,,,
430,Punk #430,Human,Female,Dark,3,Dark Hair,Purple Lipstick,Earring,,,,
431,Punk #431,Human,Female,Dark,2,Horned Rim Glasses,Headband,,,,,
432,Punk #432,Human,Male,Medium,3,Cigarette,Messy Hair,Earring,,,,
433,Punk #433,Human,Male,Medium,4,Mohawk Thin,Earring,Normal Beard,Regular Shades,,,
434,Punk #434,Human,Male,Albino,2,Frumpy Hair,Eye Mask,,,,,
435,Punk #435,Human,Male,Medium,2,Mohawk Thin,Muttonchops,,,,,
436,Punk #436,Human,Male,Medium,1,Medical Mask,,,,,,
437,Punk #437,Human,Male,Light,3,Front Beard Dark,Crazy Hair,Eye Patch,,,,
438,Punk #438,Human,Female,Medium,1,Mohawk Dark,,,,,,
439,Punk #439,Human,Male,Medium,2,Shadow Beard,Knitted Cap,,,,,
440,Punk #440,Human,Female,Dark,2,Black Lipstick,Blonde Short,,,,,
441,Punk #441,Human,Male,Dark,2,Stringy Hair,Shadow Beard,,,,,
442,Punk #442,Human,Male,Light,2,Front Beard,Cowboy Hat,,,,,
443,Punk #443,Human,Female,Dark,1,Wild Blonde,,,,,,
444,Punk #444,Human,Male,Dark,3,Shadow Beard,Earring,Do-rag,,,,
445,Punk #445,Human,Female,Dark,4,Pipe,Pilot Helmet,Purple Lipstick,Earring,,,
446,Punk #446,Human,Female,Medium,3,Straight Hair Blonde,Cigarette,Nerd Glasses,,,,
447,Punk #447,Human,Male,Medium,2,Stringy Hair,Big Shades,,,,,
448,Punk #448,Human,Male,Light,1,Shaved Head,,,,,,
449,Punk #449,Human,Female,Medium,3,Straight Hair,Purple Lipstick,Cigarette,,,,
450,Punk #450,Human,Male,Medium,3,Cigarette,Fedora,Small Shades,,,,
451,Punk #451,Human,Male,Dark,1,Do-rag,,,,,,
452,Punk #452,Human,Male,Albino,1,Knitted Cap,,,,,,
453,Punk #453,Human,Male,Medium,2,Cap,Buck Teeth,,,,,
454,Punk #454,Human,Male,Dark,3,Messy Hair,Chinstrap,Medical Mask,,,,
455,Punk #455,Human,Male,Dark,3,Luxurious Beard,Top Hat,VR,,,,
456,Punk #456,Human,Male,Medium,4,Mohawk Thin,Spots,Earring,Nerd Glasses,,,
457,Punk #457,Human,Male,Light,3,Chinstrap,Knitted Cap,3D Glasses,,,,
458,Punk #458,Human,Male,Dark,3,Normal Beard Black,Cap,Earring,,,,
459,Punk #459,Human,Male,Dark,1,Police Cap,,,,,,
460,Punk #460,Human,Female,Light,5,Black Lipstick,Choker,Classic Shades,Earring,Mohawk Dark,,
461,Punk #461,Human,Male,Dark,2,Knitted Cap,Smile,,,,,
462,Punk #462,Human,Male,Dark,3,Clown Nose,Cap Forward,Regular Shades,,,,
463,Punk #463,Human,Male,Medium,2,Bandana,Vape,,,,,
464,Punk #464,Human,Female,Dark,2,Hot Lipstick,Mohawk Dark,,,,,
465,Punk #465,Human,Male,Light,3,Hoodie,Pipe,3D Glasses,,,,
466,Punk #466,Human,Female,Medium,2,Purple Lipstick,Blonde Bob,,,,,
467,Punk #467,Human,Male,Light,3,Front Beard,Purple Hair,Classic Shades,,,,
468,Punk #468,Human,Male,Dark,1,Peak Spike,,,,,,
469,Punk #469,Human,Female,Light,1,Frumpy Hair,,,,,,
470,Punk #470,Human,Male,Dark,3,Big Shades,Knitted Cap,Mole,,,,
471,Punk #471,Human,Female,Dark,2,Clown Eyes Green,Stringy Hair,,,,,
472,Punk #472,Human,Male,Dark,3,Wild Hair,Mustache,Regular Shades,,,,
473,Punk #473,Human,Female,Light,2,Green Eye Shadow,Straight Hair Dark,,,,,
474,Punk #474,Human,Female,Dark,2,Pigtails,Cigarette,,,,,
475,Punk #475,Human,Female,Albino,1,Crazy Hair,,,,,,
476,Punk #476,Human,Male,Medium,4,Muttonchops,Nerd Glasses,Pipe,Mohawk,,,
477,Punk #477,Human,Female,Medium,2,Purple Lipstick,Mohawk Dark,,,,,
478,Punk #478,Human,Male,Dark,2,Cigarette,Peak Spike,,,,,
479,Punk #479,Human,Female,Light,2,Regular Shades,Dark Hair,,,,,
480,Punk #480,Human,Male,Medium,3,Chinstrap,Earring,Top Hat,,,,
481,Punk #481,Human,Female,Light,2,Wild Hair,Nerd Glasses,,,,,
482,Punk #482,Human,Female,Light,2,Tassle Hat,Hot Lipstick,,,,,
483,Punk #483,Human,Male,Light,2,Stringy Hair,Mustache,,,,,
484,Punk #484,Human,Male,Dark,2,Nerd Glasses,Knitted Cap,,,,,
485,Punk #485,Human,Male,Medium,4,Earring,Headband,3D Glasses,Big Beard,,,
486,Punk #486,Human,Female,Medium,2,Straight Hair Blonde,Hot Lipstick,,,,,
487,Punk #487,Human,Male,Dark,1,Crazy Hair,,,,,,
488,Punk #488,Human,Female,Medium,3,Mole,Half Shaved,Earring,,,,
489,Punk #489,Human,Male,Dark,2,Classic Shades,Do-rag,,,,,
490,Punk #490,Human,Female,Light,2,Pigtails,Earring,,,,,
491,Punk #491,Human,Female,Light,3,Blue Eye Shadow,Hot Lipstick,Half Shaved,,,,
492,Punk #492,Human,Male,Light,3,Shadow Beard,Classic Shades,Shaved Head,,,,
493,Punk #493,Human,Female,Dark,2,Wild Blonde,Purple Lipstick,,,,,
494,Punk #494,Human,Male,Light,2,Stringy Hair,Front Beard Dark,,,,,
495,Punk #495,Human,Male,Dark,2,Crazy Hair,Smile,,,,,
496,Punk #496,Human,Male,Medium,4,Normal Beard Black,Cap,Earring,Small Shades,,,
497,Punk #497,Human,Male,Light,2,Peak Spike,Mustache,,,,,
498,Punk #498,Human,Female,Light,2,Blonde Short,Earring,,,,,
499,Punk #499,Human,Female,Light,3,Welding Goggles,Straight Hair Blonde,Cigarette,,,,
500,Punk #500,Human,Female,Medium,1,Straight Hair,,,,,,
501,Punk #501,Human,Female,Medium,2,Pilot Helmet,Earring,,,,,
502,Punk #502,Human,Male,Light,3,Earring,Normal Beard,Headband,,,,
503,Punk #503,Human,Male,Light,2,Front Beard Dark,Mohawk Dark,,,,,
504,Punk #504,Human,Female,Dark,3,Black Lipstick,Pilot Helmet,Earring,,,,
505,Punk #505,Human,Male,Medium,2,Normal Beard,Headband,,,,,
506,Punk #506,Human,Male,Medium,2,Messy Hair,Big Shades,,,,,
507,Punk #507,Human,Female,Medium,2,Hot Lipstick,Dark Hair,,,,,
508,Punk #508,Human,Male,Medium,2,Earring,Knitted Cap,,,,,
509,Punk #509,Human,Female,Dark,2,Regular Shades,Wild Hair,,,,,
510,Punk #510,Human,Male,Medium,0,,,,,,,
511,Punk #511,Human,Male,Medium,2,Bandana,Mole,,,,,
512,Punk #512,Human,Male,Dark,2,Cigarette,Hoodie,,,,,
513,Punk #513,Human,Male,Light,1,Knitted Cap,,,,,,
514,Punk #514,Human,Female,Albino,3,Straight Hair,Eye Patch,Hot Lipstick,,,,
515,Punk #515,Human,Male,Albino,2,Normal Beard,Mohawk Dark,,,,,
516,Punk #516,Human,Male,Medium,3,Normal Beard,3D Glasses,Cowboy Hat,,,,
517,Punk #517,Human,Male,Medium,3,Messy Hair,Goat,Pipe,,,,
518,Punk #518,Human,Male,Medium,3,Earring,VR,Mohawk,,,,
519,Punk #519,Human,Male,Light,1,Frumpy Hair,,,,,,
520,Punk #520,Human,Male,Light,3,Hoodie,Handlebars,Regular Shades,,,,
521,Punk #521,Human,Female,Albino,1,Blonde Bob,,,,,,
522,Punk #522,Human,Female,Light,2,Blonde Bob,Nerd Glasses,,,,,
523,Punk #523,Human,Male,Medium,2,Stringy Hair,Smile,,,,,
524,Punk #524,Human,Male,Dark,2,Muttonchops,Purple Hair,,,,,
525,Punk #525,Human,Female,Medium,4,Silver Chain,Hot Lipstick,Earring,Straight Hair Dark,,,
526,Punk #526,Human,Male,Albino,2,Vampire Hair,Mole,,,,,
527,Punk #527,Human,Female,Light,3,Straight Hair Blonde,Hot Lipstick,Regular Shades,,,,
528,Punk #528,Human,Female,Light,1,Mohawk,,,,,,
529,Punk #529,Human,Female,Medium,1,Headband,,,,,,
530,Punk #530,Human,Female,Medium,1,Blonde Bob,,,,,,
531,Punk #531,Human,Male,Dark,2,Earring,Knitted Cap,,,,,
532,Punk #532,Human,Female,Dark,1,Mohawk Dark,,,,,,
533,Punk #533,Human,Male,Light,2,Peak Spike,Spots,,,,,
534,Punk #534,Human,Female,Dark,2,Pigtails,VR,,,,,
535,Punk #535,Human,Male,Medium,3,Mustache,Knitted Cap,Mole,,,,
536,Punk #536,Human,Male,Dark,3,Hoodie,Horned Rim Glasses,Normal Beard,,,,
537,Punk #537,Human,Female,Dark,2,Pink With Hat,Purple Lipstick,,,,,
538,Punk #538,Human,Female,Medium,3,Knitted Cap,Green Eye Shadow,Hot Lipstick,,,,
539,Punk #539,Human,Male,Albino,3,Mustache,VR,Mohawk Dark,,,,
540,Punk #540,Human,Male,Light,2,Shadow Beard,Mohawk,,,,,
541,Punk #541,Human,Male,Light,3,Messy Hair,Front Beard Dark,Nerd Glasses,,,,
542,Punk #542,Human,Male,Medium,4,Stringy Hair,Goat,Medical Mask,Regular Shades,,,
543,Punk #543,Human,Male,Medium,3,Stringy Hair,Mustache,Earring,,,,
544,Punk #544,Human,Male,Medium,1,Crazy Hair,,,,,,
545,Punk #545,Human,Female,Dark,2,Messy Hair,VR,,,,,
546,Punk #546,Human,Male,Medium,3,Frown,Headband,Small Shades,,,,
547,Punk #547,Human,Female,Medium,2,Knitted Cap,Earring,,,,,
548,Punk #548,Human,Female,Dark,2,Black Lipstick,Frumpy Hair,,,,,
549,Punk #549,Human,Male,Albino,1,3D Glasses,,,,,,
550,Punk #550,Human,Male,Medium,2,Earring,Top Hat,,,,,
551,Punk #551,Human,Male,Medium,2,Peak Spike,Earring,,,,,
552,Punk #552,Human,Male,Medium,3,Front Beard,VR,Do-rag,,,,
553,Punk #553,Human,Female,Dark,2,Wild Hair,3D Glasses,,,,,
554,Punk #554,Human,Female,Dark,2,Wild Hair,Purple Lipstick,,,,,
555,Punk #555,Human,Male,Dark,3,Earring,Horned Rim Glasses,Mohawk,,,,
556,Punk #556,Human,Male,Dark,2,Messy Hair,Shadow Beard,,,,,
557,Punk #557,Human,Male,Dark,3,Normal Beard Black,Crazy Hair,Small Shades,,,,
558,Punk #558,Human,Male,Albino,2,Earring,Mohawk Dark,,,,,
559,Punk #559,Human,Female,Medium,1,Mohawk Thin,,,,,,
560,Punk #560,Human,Female,Medium,2,Black Lipstick,Blonde Bob,,,,,
561,Punk #561,Human,Male,Medium,2,Top Hat,3D Glasses,,,,,
562,Punk #562,Human,Male,Medium,3,Eye Mask,Cap,Rosy Cheeks,,,,
563,Punk #563,Human,Female,Light,4,Pipe,VR,Earring,Straight Hair Dark,,,
564,Punk #564,Human,Male,Dark,2,Mohawk,Big Beard,,,,,
565,Punk #565,Human,Male,Medium,1,Shadow Beard,,,,,,
566,Punk #566,Human,Female,Medium,1,Wild Hair,,,,,,
567,Punk #567,Human,Male,Dark,2,Bandana,VR,,,,,
568,Punk #568,Human,Male,Albino,2,Peak Spike,VR,,,,,
569,Punk #569,Human,Female,Medium,2,Knitted Cap,Black Lipstick,,,,,
570,Punk #570,Human,Male,Albino,3,Cigarette,Cap,Muttonchops,,,,
571,Punk #571,Human,Female,Light,2,Pigtails,Purple Lipstick,,,,,
572,Punk #572,Human,Male,Dark,2,Clown Eyes Blue,Do-rag,,,,,
573,Punk #573,Human,Female,Medium,3,Mole,Wild White Hair,VR,,,,
574,Punk #574,Human,Male,Light,2,Bandana,Goat,,,,,
575,Punk #575,Human,Female,Light,2,Black Lipstick,Frumpy Hair,,,,,
576,Punk #576,Human,Female,Albino,2,Tassle Hat,Black Lipstick,,,,,
577,Punk #577,Human,Male,Medium,2,Cap,Spots,,,,,
578,Punk #578,Human,Male,Medium,2,Front Beard Dark,Fedora,,,,,
579,Punk #579,Human,Female,Dark,2,Straight Hair Blonde,Earring,,,,,
580,Punk #580,Human,Female,Dark,2,Tassle Hat,Clown Eyes Green,,,,,
581,Punk #581,Human,Female,Medium,3,Blonde Short,Earring,Cigarette,,,,
582,Punk #582,Human,Male,Dark,1,Cap,,,,,,
583,Punk #583,Human,Male,Light,2,Classic Shades,Do-rag,,,,,
584,Punk #584,Human,Female,Dark,2,Red Mohawk,Hot Lipstick,,,,,
585,Punk #585,Human,Female,Dark,2,Pink With Hat,Earring,,,,,
586,Punk #586,Human,Female,Light,2,Purple Eye Shadow,Wild Hair,,,,,
587,Punk #587,Human,Male,Light,2,Earring,Do-rag,,,,,
588,Punk #588,Human,Female,Dark,5,Tassle Hat,Big Shades,Black Lipstick,Earring,Cigarette,,
589,Punk #589,Human,Female,Medium,4,Mohawk,Hot Lipstick,Regular Shades,Earring,,,
590,Punk #590,Human,Female,Dark,2,Classic Shades,Straight Hair Dark,,,,,
591,Punk #591,Human,Male,Light,3,Goat,Shaved Head,Small Shades,,,,
592,Punk #592,Human,Male,Dark,3,Cigarette,Purple Hair,Eye Patch,,,,
593,Punk #593,Human,Female,Medium,3,Tiara,Earring,Nerd Glasses,,,,
594,Punk #594,Human,Male,Light,2,Knitted Cap,Eye Patch,,,,,
595,Punk #595,Human,Male,Dark,2,Headband,Eye Patch,,,,,
596,Punk #596,Human,Female,Medium,3,Medical Mask,Earring,Blonde Bob,,,,
597,Punk #597,Human,Female,Dark,2,Messy Hair,Rosy Cheeks,,,,,
598,Punk #598,Human,Female,Albino,3,Wild White Hair,Purple Eye Shadow,Earring,,,,
599,Punk #599,Human,Male,Medium,2,Mohawk Thin,Shadow Beard,,,,,
600,Punk #600,Human,Female,Light,2,Crazy Hair,Purple Lipstick,,,,,
601,Punk #601,Human,Female,Dark,3,Black Lipstick,Mohawk Dark,Clown Eyes Blue,,,,
602,Punk #602,Human,Female,Light,2,Crazy Hair,Hot Lipstick,,,,,
603,Punk #603,Human,Female,Albino,3,Black Lipstick,Wild Blonde,Cigarette,,,,
604,Punk #604,Human,Female,Medium,2,Wild Hair,Purple Lipstick,,,,,
605,Punk #605,Human,Male,Medium,5,Cigarette,Earring,Clown Hair Green,Small Shades,Mole,,
606,Punk #606,Human,Female,Light,3,Clown Eyes Green,Purple Lipstick,Mohawk Dark,,,,
607,Punk #607,Human,Male,Medium,3,Stringy Hair,Earring,Clown Eyes Green,,,,
608,Punk #608,Human,Male,Light,2,Stringy Hair,3D Glasses,,,,,
609,Punk #609,Human,Male,Light,2,Luxurious Beard,Do-rag,,,,,
610,Punk #610,Human,Male,Medium,3,Cap Forward,Big Shades,Earring,,,,
611,Punk #611,Human,Female,Medium,1,Cap,,,,,,
612,Punk #612,Human,Male,Albino,3,Shadow Beard,VR,Mohawk Dark,,,,
613,Punk #613,Human,Male,Light,2,Frumpy Hair,Chinstrap,,,,,
614,Punk #614,Human,Female,Albino,1,Headband,,,,,,
615,Punk #615,Human,Male,Medium,2,Wild Hair,Small Shades,,,,,
616,Punk #616,Human,Female,Light,3,Straight Hair Blonde,Hot Lipstick,Classic Shades,,,,
617,Punk #617,Human,Male,Dark,3,Hoodie,Normal Beard,Small Shades,,,,
618,Punk #618,Human,Female,Dark,2,Clown Eyes Green,Wild Hair,,,,,
619,Punk #619,Human,Male,Medium,4,Front Beard,Frumpy Hair,Earring,Eye Patch,,,
620,Punk #620,Human,Female,Medium,2,Horned Rim Glasses,Straight Hair,,,,,
621,Punk #621,Human,Male,Medium,5,Peak Spike,Earring,Normal Beard,Smile,Eye Patch,,
622,Punk #622,Human,Male,Dark,4,Frumpy Hair,Earring,Horned Rim Glasses,Big Beard,,,
623,Punk #623,Human,Male,Medium,4,Fedora,Horned Rim Glasses,Normal Beard,Smile,,,
624,Punk #624,Human,Male,Dark,3,Big Shades,Earring,Crazy Hair,,,,
625,Punk #625,Human,Male,Medium,4,Stringy Hair,Cigarette,Normal Beard Black,Eye Patch,,,
626,Punk #626,Human,Male,Medium,2,Earring,Cowboy Hat,,,,,
627,Punk #627,Human,Male,Albino,1,Hoodie,,,,,,
628,Punk #628,Human,Female,Albino,4,Purple Eye Shadow,Stringy Hair,Purple Lipstick,Earring,,,
629,Punk #629,Human,Male,Medium,1,Regular Shades,,,,,,
630,Punk #630,Human,Male,Medium,2,Handlebars,Mohawk Thin,,,,,
631,Punk #631,Human,Female,Medium,3,Big Shades,Headband,Cigarette,,,,
632,Punk #632,Human,Male,Medium,2,Clown Eyes Blue,Peak Spike,,,,,
633,Punk #633,Human,Male,Medium,4,Cap,Spots,Earring,Regular Shades,,,
634,Punk #634,Human,Male,Light,2,Frumpy Hair,Big Shades,,,,,
635,Punk #635,Alien,Male,,2,Bandana,Regular Shades,,,,,
636,Punk #636,Human,Male,Medium,3,Chinstrap,Classic Shades,Mohawk,,,,
637,Punk #637,Human,Female,Medium,2,Black Lipstick,Straight Hair Dark,,,,,
638,Punk #638,Human,Male,Medium,4,Chinstrap,Top Hat,Smile,VR,,,
639,Punk #639,Human,Male,Dark,3,Peak Spike,Shadow Beard,Mole,,,,
640,Punk #640,Human,Male,Light,2,Knitted Cap,Pipe,,,,,
641,Punk #641,Human,Female,Light,0,,,,,,,
642,Punk #642,Human,Female,Medium,2,Pink With Hat,Purple Lipstick,,,,,
643,Punk #643,Human,Male,Medium,3,Mustache,Smile,Mohawk,,,,
644,Punk #644,Human,Male,Albino,2,Mohawk Thin,Earring,,,,,
645,Punk #645,Human,Male,Light,4,Cap,Earring,Horned Rim Glasses,Goat,,,
646,Punk #646,Human,Female,Dark,4,Green Eye Shadow,Hot Lipstick,Earring,Mohawk Dark,,,
647,Punk #647,Human,Female,Albino,1,Bandana,,,,,,
648,Punk #648,Human,Male,Light,3,Peak Spike,Eye Patch,Big Beard,,,,
649,Punk #649,Human,Male,Medium,4,Mustache,Earring,Pipe,Do-rag,,,
650,Punk #650,Human,Male,Dark,2,Messy Hair,Big Beard,,,,,
651,Punk #651,Human,Male,Light,1,Do-rag,,,,,,
652,Punk #652,Human,Male,Dark,3,Normal Beard Black,Vape,Mohawk Dark,,,,
653,Punk #653,Human,Female,Medium,2,Blue Eye Shadow,Wild Blonde,,,,,
654,Punk #654,Human,Female,Light,3,Wild White Hair,Clown Eyes Green,Earring,,,,
655,Punk #655,Human,Male,Light,2,Chinstrap,Mohawk,,,,,
656,Punk #656,Human,Male,Light,3,Mohawk Thin,Earring,Smile,,,,
657,Punk #657,Human,Male,Medium,4,Cigarette,Cap,Classic Shades,Mustache,,,
658,Punk #658,Human,Female,Albino,2,Black Lipstick,Mohawk,,,,,
659,Punk #659,Human,Female,Albino,3,Mole,Tassle Hat,Gold Chain,,,,
660,Punk #660,Human,Female,Dark,4,Purple Eye Shadow,Wild Hair,Purple Lipstick,Earring,,,
661,Punk #661,Human,Male,Dark,2,Goat,Knitted Cap,,,,,
662,Punk #662,Human,Male,Albino,2,Muttonchops,Purple Hair,,,,,
663,Punk #663,Human,Male,Dark,1,Frumpy Hair,,,,,,
664,Punk #664,Human,Female,Light,2,Tassle Hat,Horned Rim Glasses,,,,,
665,Punk #665,Human,Male,Medium,3,Luxurious Beard,Clown Hair Green,Regular Shades,,,,
666,Punk #666,Human,Female,Light,2,Messy Hair,Purple Lipstick,,,,,
667,Punk #667,Human,Female,Medium,2,Hot Lipstick,Mohawk Dark,,,,,
668,Punk #668,Human,Female,Medium,2,Clown Eyes Green,Mohawk Dark,,,,,
669,Punk #669,Human,Female,Medium,2,Black Lipstick,Mohawk Thin,,,,,
670,Punk #670,Human,Female,Dark,1,Mohawk Thin,,,,,,
671,Punk #671,Human,Female,Dark,3,Classic Shades,Half Shaved,Earring,,,,
672,Punk #672,Human,Female,Light,2,Wild Blonde,Purple Lipstick,,,,,
673,Punk #673,Human,Male,Medium,2,Big Shades,Mohawk Dark,,,,,
674,Punk #674,Human,Male,Albino,2,Messy Hair,Nerd Glasses,,,,,
675,Punk #675,Human,Female,Dark,2,Mohawk Thin,Classic Shades,,,,,
676,Punk #676,Human,Male,Dark,3,Stringy Hair,Smile,Regular Shades,,,,
677,Punk #677,Human,Female,Light,3,Pipe,Bandana,Clown Eyes Blue,,,,
678,Punk #678,Human,Male,Dark,2,Earring,Do-rag,,,,,
679,Punk #679,Human,Male,Medium,3,Muttonchops,Silver Chain,Crazy Hair,,,,
680,Punk #680,Human,Male,Dark,2,Peak Spike,Front Beard Dark,,,,,
681,Punk #681,Human,Male,Medium,1,Vampire Hair,,,,,,
682,Punk #682,Human,Female,Medium,3,Vape,Black Lipstick,Straight Hair Dark,,,,
683,Punk #683,Human,Female,Albino,3,Knitted Cap,VR,Earring,,,,
684,Punk #684,Human,Female,Medium,4,Pink With Hat,Purple Lipstick,Earring,Clown Eyes Blue,,,
685,Punk #685,Human,Male,Medium,2,Mohawk,Regular Shades,,,,,
686,Punk #686,Human,Male,Medium,5,Chinstrap,Earring,Pipe,Smile,Shaved Head,,
687,Punk #687,Human,Male,Light,2,Peak Spike,Muttonchops,,,,,
